id,area,date,weather,landform,landform-text,landcover,landcover-text,landuse,landuse-text,boundaries,boundaries-text,sizes,sizes-text,routeways,routeways-text,structures,structures-text,water,water-text,enclosure,enclosure-text,views,views-text,landmarks,landmarks-text,scenic-text,activities-text,positive-text,negative-text
64,"EAST OF ST. CLEMENTS RD INCLUDING HARRIETTS YEARD, ORCHARD, FAIRACRES CLOSE, THE KEYNSHAM HEALTH CENTRE AND THE TREE TOPS NURSING HOME",2014-01-14,"fine view point a",plateau,,,,,"ONE BROWNFIELD SITE SOUTH OF THE HEALTH CENTRE (5)",fences walls,,,,tracks,"MAINLY STRAIGHT ROADS - NARROW",village(s)/town groups-of-dwellings,,,"DRAIN RUNS DOWN INTO RIVER CHEW - CULVERTED IN THE AREA BEING DESCRIBED. AREA KNOWN FOR WATER SEEPAGE AND SPRINGS (PLANS LOST WHEN KUDC DOCUMENTS TRANSFERRED TO AVON",,"DWELLINGS FOLLOW ALBERT ROAD - ST. CLEMENTS ROAD - FAIRACRES CLOSE, ABOUT 40% TAKEN UP BY THE HEALTH CENTRE, TREETOPS AND ASSOCIATED CAR PARKS AND VACANT BROWNFIELD SITE",place,"VIEWS FROM TOP OF ST CLEMENTS ROAD (EASTERN SECTION) AND HEALTH CENTRE TOWARDS THE CHEW VALLEY (1) & THE WELLSWAY AND TOWARDS DAPPS HILL (14) (12)",,"NEW HEALTH CENTRE DOMINATES! (2), 'LITTLE ORCHARD' BUNGALOW (18) WAS AN ORCHARD WITH PIG STILES BEING PART OF A SMALL FARM (23) ON THE FLANK OF NO. 12 DAPPS HILL. FAIRACRES CLOSE WAS PART OF THE OLD WORKHOUSE LAND LATER BELONGING TO KEYNSHAM HOSPITAL (NOW THE HEALTH CENTRE). THE DEVELOPER WAS ALLOWED TO BUILD AN EXTRA STOREY ON THE FAIRACRE FLATS BECAUSE OF THE COST OF DEALING WITH THE PROBLEMS OF SPRINGS AND WATER SEEPAGE ON SITE (WELL KNOWN LOCALLY BUT APPARENTLY NOT TO THE DEVELOPER OR THE PLANNERS). THE HEIGHT OF THESE BUILDINGS IMPINGES ON THE CONSERVATION AREA.","INAPPROPRIATE DOMINEERING DEVELOPMENTS OF THE HEALTH CENTRE AND FAIRACRES CLOSE HAVE A DETRIMENTAL EFFECT ON THE DAPPS HILL CONSERVATION AREA. THE TRANQUILITY OF THE AREA IS BEING ERODED BY THE MODERN HOUSING DEVELOPMENT AT K2 RESULTING IN INCREASED TRAFFIC FLOW. HOWEVER, THE LARGE GARDENS ARE A HAVEN FOR GARDEN BIRDS AND OTHER WILDLIFE THAT COMES IN FROM THE CHEW VALLEY & THE PARK.","PARTLY A DORMITORY, WORK AT THE HEALTH CENTRE AND TREETOPS. AREA REGULARLY CROSSED BY WALKERS WITH DOGS AND CHILDREN GOING TO AND FROM SCHOOL.","ADJACENT TO THE CHEW VALLEY AND DAPPS HILL CONSERVATION AREA","INAPPROPRIATE DEVELOPMENTS PARTICULARLY IN TERMS OF SCALE (E.G. HEALTH CENTRE & FAIRACRES FLATS)"
71,"KEYNSHAM MEMORIAL PARK INCLUDING PARK LAND EAST OF AVON MILL LANE AND THE FOX AND HOUNDS CAR PARK",2014-02-07,"dry",strongly-undulating,,parkland,,grassland,,hedgerow trees fences walls,,large irregular,,tracks winding narrow,,,"BUILDINGS WITHIN THE MEMORIAL PARK INCLUDE THE BOWLS CLUB, THE PARK CAFÉ, THE TENNIS COURT STORAGE HUT, PUBLIC TOILETS AND THE BANDSTAND",river ponds,,open intimate large,,glimpsed,,,"MEMORIAL BANDSTAND","TRANQUIL FRIENDLY ENVIRONMENT - COMMUNITY SOCIAL HUB","WALKING, JOGGING, DOG WALKING, PLAYIMG, RELAXING, GARDENING, BOWLING, TENNIS, SKATEBOARDING & SCOOTING, SINGING, ACTING, PHOTOGRAPHY.","SUPER PARK A VALUABLE ASSET TO THE TOWN OF KEYNSHAM USED BY MANY OF THE COMMUNITY, THE COMMUNITY VEGETABLE PATCH AND THE MEDIEVAL GARDEN PLOT BY THE TENNIS COURTS, FREE USAGE OF THE TENNIS COURTS FOR INDIVIDUAL MEMBERS OF THE PUBLIC","NO REAL NEGATIVES - GRAFFITTI ON ECHO BRIDGE IS CONTROLLED"
16,"ST. LADOC ROAD WEST BETWEEN THE JUNCTION OF BRISTOL ROAD AND THE JUNCTION OF ST FRANCIS ROAD INCLUDING ST. DUNSTAN'S CLOSE, MILLWARD ROAD, CULVERS CLOSE AND PART OF CULVERS ROAD",,"",,,,,,,,"NO FIELDS IN THE AREA. 1 OPEN SPACE BOUNDED BY OLD WALLS COULD BE THE ABBEY BURGAGE WALLS",,,,"2 MODERN FOOTPATHS THROUGH FROM MILWARD CLOSE AND BRISTOL ROAD",,"HANHAM IS VISIBLE AS IS PART OF OLDLAND AND BITTON FROM SOME PARTS",,"NONE VISIBLE",,"MODERN BUILDINGS ARE TIGHT BUT PRE II WORLD WAR HAVE GOOD SIZED GARDENS",,"NARROW VIEWS DUE TO NEW DEVELOPMENTS LIKE OLD VICARAGE GREEN",,"1 OR 2 OLD BUILDINGS. MILWARD LODGE",,,,
43,"K2B SITE WEST OF PARKHOUSE LANE",2013-12-16,"grey & wet",gently-undulating,,,"SURROUNDED BY OPEN FARMLAND",,"SURROUNDING LAND IS ARABLE FARMLAND, GRASSLAND AND GRAZING",intermittent hedgerow with/without-trees,,irregular,,few-roads,,groups-of-dwellings,"THERE ARE NO WIRES VISIBLE IN THE LANDSCAPE",,"NO KNOWN",enclosed,,,"THERE ARE SWEEPING VIEWS IN ONE DIRECTION",,,"THERE IS A RURAL QUALITY SURROUNDING THE SITE WITH ROLLING HILLS IN THE DISTANCE",,,"THE SITE SEEMS OVER-DEVELOPED IN THE CENTRE"
57,"DAPPS HILL INCLUDING STEEL MILLS",2013-11-12,"fine & sunny",valley-side/floor,,farmland-with-trees/woods,,grazing,,walls,"GARDEN WALLS BOUNDING FIELDS, TREES BOUNDING THE RIVER",small angular,,few-roads tracks narrow,"PUBLIC FOOT PATHS",groups-of-dwellings wires,"RURAL DWELLINGS ON EDGE OF TOWN, INTRUSIVE WIRE NETWORK OVERHEAD",stream river,"STREAM (PART CULVERTED) ENTERS RIVER CHEW BESIDE MEDIEVAL BRIDGE",intimate small,,,"VIEW ACROSS AND ALONG THE RIVER VALLEY WITH ALBERT MILL TO THE NORTH WEST AND MODERN HOUSING AND HEALTH CENTRE BEYOND THE SURVEY AREA.",,"MEDIEVAL BRIDGE CARRYING, ONCE, WHAT WAS AN IMPORTANT ROAD TO LONDON. HISTORIC COTTAGES; CONVERTED ALBERT MILL, STEEL MILL. 1968 FLOOD PLAQUE. RIVER CHEW AND ASSOCIATED RIPARIAN TREES OR VEGETATION, CONSERVATION AREA WITH GRADE II LISTED BUILDINGS, ONCE AN INDUSTRIAL AREA HENCE THE MILLS (NOW CONVERTED)","RURAL TRANQUIL SETTING ON THE EDGE OF A BUSY HIGH STREET","WALKING, EXERCISING DOGS, FISHING, 1968 FLOOD STORIES AND ASSOCIATED PHOTOGRAPHS","TRADITIONAL NORTH SOMERSET STONE DWELLINGS WITH CLAY ROOF TILES AND CHIMNEY POTS. NARROW LANES WITH MANY STONE WALLS. RIVER CHEW, NATURAL DEVELOPMENT OF BUILDINGS OVER SEVERAL CENTERIES, IN SMALL GROUPS, DISTINCT SEPARATE RURAL AREA ADJACENT TO A TOWN","OVERHEAD WIRING. UNSYMPATHETIC WINDOWS, ON STREET PARKING."
83,"UPLANDS FARM PLUS SURROUNDING FIELDS",2013-11-04,"cloudy",,"THE LAND IS GENTLE AND UNDULATING",,"SOME OF THE SITE IS OPEN FARMLAND WITH A NUMBER OF TREES TO THE REAR OF THE FARM BUILDINGS AND WITHIN THE PERIMETER HEDGE ROWS.",,"ARABLE FARMLAND, SOME GRAZING LAND, & GRASSLAND",,"THE FIELD BOUNDARIES ARE HEDGEROWS, FENCES & STONE WALLS. THERE ARE SOME TREES INTERSPERSED WITHIN THE HEDGEROWS.",,"THERE IS A VARIATION OF FIED SIZES FROM SMALL TO LARGE. THERE ARE OF VARYING PATTERNS, SOME LINEAR, SOME ANGULAR AND SOME ALMOST REGULAR RECTANGLES.",,"THERE ARE TRACKS INTO THE FIELDS OFF OF THE GENTLY CURVING B3116",,"THERE ARE A FEW BARNS, A B & B RESIDENCE, NEARBY MOBILE OHONE MAST, WOODEN TELEGRAPH POLES CARRING TELEPHONE WIRES, WOODEN ELECTRIAL SUPPORTS, ELECRITCAL WRES SIT FINE - THE POLES BEING OF WOOD FIT WITH THE OTHER RURAL/FARMLAND COLOURS E.G. TREES.",,"NO WATER FEATURES ARE PROMINENT",,"THE MAJORITY OF THE SITE IS QUITE VAST AND EXPOSED",,"THERE ARE SWEEPING LONG SIDTANCE VIEWS. THERE ARE NUMEROUS VIEW POINTS FRON WITHIN THE ASSESSMENT AREA. THE VIEWS ARE SWEEPING AND KELSTON HILLS, CORSTON AND PARTSOF BATH ARE VISIBLE. ALSO THE CHEW VALLEY, MENDIP HILLS ARE VISIBLE.",,"BURNETT POINT IS VISIBLE. THIS HOUSE IS BUILT CLOSE TO THE SITE OF THE HISTORIC HANGMANS POST.","THE ENVIRONMENT IS TRANQUIL WITH RUAL SMELLS. THE AREA IS DIVERSE AN UNIFORM ARABLE LAND WHICH IS HAS CONSTANTLY CHANGING COLOURS - CROPS AND AUTUMNAL TREES, THE AREA IS EXPOSED I WINTER AND SNOW BANKS HAVE BEEN KNOW TO FORM AGAINST STONE WALLS, HEDGEROWS AND VERGES.","THERE ARE PUBLIC FOOTPATHS AND COUNTRY WALKS NEARBY, THE AREA IS POPULAR WITH BIRD WATCHERS, CLAY PIGEON SHOOTS HAVE TAKEN PLACE. THE AREA IS GOOD FOR PHOTOGRAPHY, IT IS BEAUTIFUL GREEN AREA ON THE EDGE OF TOWN","THE SITE IS OPEN COUNTRYSIDE THAT CREATES A BARRIER TO THE EDGE OF KEYNSHAM AND THIS SHOULD BE MAINTAINED. THE OLD STONE BUILDNGS ON A SITE ARE WORTHY OF PROTECTION AND RESTORATION","THE BUSY B3116 WITH ITS NATIONAL SPEED LIMIT DETRACTS FROM THE OTHERWISE TRANQUIL ENVIRONMENT"
79,"LAND SOUTH OF BATH ROAD FROM BROADMEAD ROUNDABUT INCLUDING WITHIES, ELLSBRIDGE CLOSE AND HARDING PLACE PLUS PART OF THE GREEN BELT",2014-01-22,"dull but dry",flat gently-undulating,,open-farmland,,grassland grazing,,clipped hedgerow trees fences walls,,medium irregular,,,"SHORT TRACK INTO PART OF THE SITE FROM BROAD MEAD ROUNDABOUT",,,,"ISSUES AND SINKS CAUSE THE LAND TO BE QUITE BOGGY",open,,sweeping,"SWEEPING VIEW TO THE SOUTH TO MANOR ROAD COMMUNITY WOODLAND, KELSTON HILLS CAN BE VIEWED TO THE WEST/NORTH WEST",,"THE LAND IS MOD SAFEGUARDED","THE GREEN SPACE IS FAIRLY TRANQUIL - USED BY MANY WALKERS AS A CROSS ROUTE TO THE MANOR ROAD COMMUNITY WOODLAND FROM THE A4","RAMBLING AND DOG WALKING","FOR THE RESIDENTIAL PROPERTIES - THEY ARE CLOSE TO SHOPPING AMENITIES, SCHOOLS AND MAIN BUS ROUTES TO BATH AND BRISTOL","LAND IS SUBJECT TO BECOMING BOGGY DUE TO ISSUES AND SINKS WITHIN THE SITE."
28,"WEST OF CHARLTON ROAD INCLUDING A FEW PROPERTIES ON LCOKINGWELL ROAD, WESTFIELD CLOSE, LAYS DRIVE AND CAROLINE DRIVE",2013-12-01,"cloudy",,,,,,,,,,,,,,,,,,,,,,,,,,
81,"MANOR ROAD COMMUNITY WOODLAND PLUS SURROUNDING FIELDS",2013-12-07,"cloudy and dry",flat,"GENTLY SLOPING",open-farmland farmland-with-trees/woods woodland,,arable-farmland grassland grazing,,tall clipped hedgerow walls,,medium large regular,,few-roads tracks,,,"LOW VOLTAGE (33KV & 11KV) WOOD POLE LINES TRAVERSE THE SOUTHERN PART OVER UNWOODED AREAS",stream wet-ditches ponds,,enclosed exposed intimate,"ENCLOSED WITHIN THE WOODLAND AREA",long,"VIEWS ACROSS TO THE SOUTHERN END OF THE COTSWOLD HILLS AND MORE GENERALLY ACROSS THE AVON VALLEY",natural-features,,"ALLTHE SCENIC QUALITIES THAT A WOODLAND CREATES THROUGH THE SEASONS PLUS THE PARTICULAR QUALITY OF A WILDFLOWER MEADOW THROUGH THE SUMMER. PLUS THE EVERCHANGING SCENE OF THE ADJACENT ARABLE FIELDS","WALKING (WITH OR WITHOUT DOGS), HORSE RIDING (ON THE DESIGNATED BRIDLEWAY), BIRD WATCHING, PHOTOGRAPHY, WILDLIFE SURVEYS ARE SOME OF THE ACTIVITIES. TASK DAYS BY THE FRIENDS GROUP AND ORGANISED NATURE TRIPS BY SCHOOLS ETC.,","THE COMMMUNITY WOODLAND HAS DEVELOPED OVER THE LAST 20 YEARS INTO A WONDERFUL LOCAL ASSET ENJOYED BY MANY LOCAL PEOPLE. IT IS A LOCAL NATURE RESERVE THAT ATTRACTS MUCH WILDLIFE.","THE TRAFFIC ON MANOR ROAD AND COURTENAY ROAD IS AT TIMES A DANGER TO USERS OF THE WOODLAND. CERTAIN ELEMENTS OF THE COMMUNITY WHO VANDALISE TREES ETC., ARE DIFFICULT TO APPREHEND DUE TO THE REMOTENESS OF SOME AREAS."
95,"SOUTH OF WINDRUSH ROAD INCLUDING WANSBECK ROAD, WALDEN ROAD, TORRIDGE ROAD, MARDEN ROAD PLUS PROPERTIES ON WINDRUSH ROAD",,"",gently-undulating,,,"NONE",,"HOUSING",,"NONE",,"NONE",dense-road-network,,groups-of-dwellings,,,"NONE",tight vast,,glimpsed,,,"NONE",,,"SHOPS AND SCHOOLS NEARBY","NONE"
6,"NORTH OF BRISTOL ROAD - FROM BUT NOT INCLUDING RUGBY CLUB - EASTWARDS TO INCLUDE TRESCOTHICK CLOSE UP TO AND INCLUDING ST. DUNSTAN'S CHURCH",2013-11-27,"seasonal but dry",gently-undulating valley-side/floor,"THE AREA BORDERS A RIVER PLAIN & FLOODING OFTEN REACHES THE NORTHERN EDGE OF THE AREA. SOME HISTORY OF FLOODING OF HOUSES. THERE IS A STEEP DROP TO THE NORTH OF THE AREA.",,"RESIDENTIAL AREA HAS A REAR VIEW OF THE GREEN AREAS (PLAING FIELDS, FIELDS, DISTANT WOODLAND)",,"RESIDENTIAL AND ONE CAR SHOW AREA. CHURCH WITH CHURCH HALL",,"NORTHERN EDGE - FIELD BOUNDARY WITH STONE WALL & CAGED BOULDERS (GROYNES) FOR RETENTION & FLOOD DEFENCE",,"NOT APPLICABLE",straight,"MAIN OLD A4 (NOW A4175) RUNS ALONG THE SOUTHERN EDGE OF THE AREA. TWO CUL-DE-SACS. FOOTPATH TO HAWKSWELL FIELD",groups-of-dwellings pylons masts wires,"THERE ARE UGLY WIRES IN FRONT OF THE ALMS HOUSES",stream,"RUN OFF FROM GARDENS INTO THE FLOOD PLAIN",,"THE HOUSING IS TIGHTLY PACKED (OLD & NEW) WITH OPEN SPACE BETWEEN OCCUPIED BY CAR SALES AND AN OLD ORCHARD.",glimpsed landmark,"SWEEPING FROM HOMES WITH A NORTH FACING ASPECT. FROM 20 - 42 VIEW OF EX-SOCIAL HOUSING WITH GOOD GREEN SPACES & WALLS",buildings natural-features archaeology,"ST.JOHN'S CHURCH, REPUTED ROMAN ACCESS POINTS, THE FLOOD PLAIN, THE BY-PASS, BRUNEL RAILWAY LINE, HANHAM WOODS","TRAFFIC SMELLS AND NOISE NOT TRANQUIL, MANY GOOD TREES VISIBLE AND COLOURFUL EXCELLENT FROM THE REAR OF THE AREA, ACROSS ROAD EX-SOCIAL HOUSING WITH LARGE GREEN SPACE.","CHURCH HALL, CHURCH. AREA IS BORDERING THE RUGBY CLUB TO THE WESTERN EDGE, CAR PARKING TO THE REAR OF ST. DUNSTAN'S - WEL USED. ACROSS FROM PUBLIC HOUSE","PLEASANT AND WELL PRESENTED AREA FOR THOSE ENTERING THE TOWN FROM THE WEST. SOME INTERESTING AND CHARACTERFUL BUILDINGS (ALM HOUSES)","CONSTANT TRAFFIC, INCLUDING HGV & BUSES, LITTER FROM VARIOUS SOURCES, PATHWAY RELATIVELY NARROW & EXPOSED TO TRAFFIC, CAR SALES CAUSES SOME NARROWING OF THE ROADWAY DURING THE DAY"
